### MNXref Version 18/02/2013 ###
#
#FILE:	reac_xref.tsv
#
#RESOURCE:	Rhea
#PREFIX:	rhea
#URL:	http://www.ebi.ac.uk/rhea/
#VERSION:	38
#LICENSE:	All data in Rhea is freely accessible and available for anyone to use. 
#	(http://www.ebi.ac.uk/rhea/about.xhtml) 
#
#RESOURCE:	KEGG
#PREFIX:	kegg
#URL:	http://www.kegg.jp
#VERSION:	11/02/2013
#LICENSE:	Academic users may freely use the KEGG website and may also freely link 
#	to the KEGG website. 
#	Non-academic users may use the KEGG website as end users for non-commercial purposes, 
#	but any other use requires a license agreement. 
#	Academic users who utilize KEGG for providing academic services are requested 
#	to obtain a KEGG FTP subscription for organizational use, which includes a proper 
#	license agreement. 
#	Non-academic users and Academic users intending to use KEGG for commercial purposes 
#	are requested to obtain a license agreement through KEGG's exclusive licensing 
#	agent, Pathway Solutions. 
#	(http://www.kegg.jp/kegg/legal.html) 
#
#RESOURCE:	MetaCyc
#PREFIX:	metacyc
#URL:	http://metacyc.org
#VERSION:	Version 16.5
#LICENSE:	MetaCyc data are free and open for all users. 
#	(http://biocyc.org/download.shtml) 
#
#RESOURCE:	UniPathway
#PREFIX:	upa
#URL:	http://www.unipathway.org
#VERSION:	UniPathway Release 2012_04
#LICENSE:	All data in UniPathway is freely accessible and available for anyone to 
#	use. 
#
#RESOURCE:	The Seed
#PREFIX:	seed
#URL:	http://www.theseed.org
#VERSION:	12/02/2013
#LICENSE:	All tools and datasets that make up the SEED are in the public domain. 
#	(http://www.theseed.org/wiki/DownloadPage) 
#
#RESOURCE:	BiGG
#PREFIX:	bigg
#URL:	http://bigg.ucsd.edu
#VERSION:	10/12/2012
#LICENSE:	Permission to use, copy, modify and distribute any part of this BiGG Database 
#	for educational, research and non-profit purposes, without fee, and without a 
#	written agreement is granted, provided that the above copyright notice, this paragraph 
#	and the following three paragraphs appear in all copies. 
#	Those desiring to incorporate this BiGG database into commercial products or use 
#	for commercial purposes should contact the Technology Transfer & Intellectual 
#	Property Services, University of California, San Diego, 9500 Gilman Drive, Mail 
#	Code 0910, La Jolla, CA 92093-0910, Ph: (858) 534-5815, FAX: (858) 534-7345, e-mail:invent@ucsd.edu. 
#	IN NO EVENT SHALL THE UNIVERSITY OF CALIFORNIA BE LIABLE TO ANY PARTY FOR DIRECT, 
#	INDIRECT, SPECIAL, INCIDENTAL, OR CONSEQUENTIAL DAMAGES, INCLUDING LOST PROFITS, 
#	ARISING OUT OF THE USE OF THIS BIGG DATABASE, EVEN IF THE UNIVERSITY OF CALIFORNIA 
#	HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGE. 
#	THE BIGG DATABASE PROVIDED HEREIN IS ON AN "AS IS" BASIS, AND THE UNIVERSITY OF 
#	CALIFORNIA HAS NO OBLIGATION TO PROVIDE MAINTENANCE, SUPPORT, UPDATES, ENHANCEMENTS, 
#	OR MODIFICATIONS. THE UNIVERSITY OF CALIFORNIA MAKES NO REPRESENTATIONS AND EXTENDS 
#	NO WARRANTIES OF ANY KIND, EITHER IMPLIED OR EXPRESS, INCLUDING, BUT NOT LIMITED 
#	TO, THE IMPLIED WARRANTIES OF MERCHANTABILITY OR FITNESS FOR A PARTICULAR PURPOSE, 
#	OR THAT THE USE OF THE BIGG DATABASE WILL NOT INFRINGE ANY PATENT, TRADEMARK OR 
#	OTHER RIGHTS. 
#	(http://bigg.ucsd.edu/) 
#
#RESOURCE:	BioPath
#PREFIX:	biopath
#URL:	http://www.molecular-networks.com/biopath
#VERSION:	12/02/2013
#LICENSE:	Academic users may use BioPath without paying any license fee. 
#	Any users intending to use the BioPath database for commercial purposes have to 
#	obtain a license. 
#	(http://www.molecular-networks.com/node/2) 
#
#RESOURCE:	Reactome
#PREFIX:	reactome
#URL:	http://www.reactome.org
#VERSION:	12/02/2013
#LICENSE:	Reactome is a free and open-source project, and you are free to download 
#	Reactome software and data. 
#	 The contents of Reactome are copyright (c) 2003-2010 Cold Spring Harbor Laboratory 
#	(CSHL), Ontario Institute for Cancer Research (OICR) and the European Bioinformatics 
#	Institute (EBI). 
#	 The software and information contents are distributed under the terms of the 
#	Creative Commons Attribution 3.0 Unported License, which grants parties the non-exclusive 
#	right to use, distribute and create derivative works based on Reactome, provided 
#	that the software and information is correctly attributed to CSHL, OICR and EBI. 
#	(http://www.reactome.org/static_wordpress/license-agreement/) 
#
#RESOURCE:	BRENDA
#PREFIX:	brenda
#URL:	http://www.brenda-enzymes.org
#VERSION:	12/02/2013
#LICENSE:	Access to information contained in BRENDA is granted free of charge. 
#	Any inclusion of BRENDA components into other data bases, or redistribution of 
#	BRENDA requires a license 
#	(http://www.brenda-enzymes.org/information/copy.php4) 
#
#
#XREF	MNX_ID
reactome:REACT_6853	MNXR25007
reactome:REACT_6854	MNXR64467
reactome:REACT_6855	MNXR58519
reactome:REACT_6864	MNXR26169
reactome:REACT_6868	MNXR58523
reactome:REACT_6874	MNXR1918
reactome:REACT_6876	MNXR24865
reactome:REACT_6881	MNXR64647
reactome:REACT_68820	MNXR65282
reactome:REACT_6885	MNXR64295
reactome:REACT_6886	MNXR2832
reactome:REACT_6892	MNXR5230
reactome:REACT_6897	MNXR58524
reactome:REACT_690	MNXR32524
reactome:REACT_6907	MNXR4654
reactome:REACT_6922	MNXR25007
reactome:REACT_6925	MNXR64344
reactome:REACT_6927	MNXR4234
reactome:REACT_6930	MNXR7712
reactome:REACT_6947	MNXR24964
reactome:REACT_6949	MNXR57982
reactome:REACT_6950	MNXR64735
reactome:REACT_6953	MNXR7820
reactome:REACT_6956	MNXR64414
reactome:REACT_6957	MNXR30888
reactome:REACT_6961	MNXR64310
reactome:REACT_69625	MNXR55779
reactome:REACT_6969	MNXR1558
reactome:REACT_6970	MNXR32879
reactome:REACT_6972	MNXR9744
reactome:REACT_700	MNXR714
reactome:REACT_70840	MNXR3836
reactome:REACT_70879	MNXR55086
reactome:REACT_710	MNXR33333
reactome:REACT_714	MNXR26148
reactome:REACT_724	MNXR2771
reactome:REACT_729	MNXR26171
reactome:REACT_731	MNXR64253
reactome:REACT_73401	MNXR2467
reactome:REACT_736	MNXR64323
reactome:REACT_73884	MNXR3836
reactome:REACT_740	MNXR55597
reactome:REACT_74143	MNXR55514
reactome:REACT_744	MNXR1576
reactome:REACT_74834	MNXR65283
reactome:REACT_75	MNXR4762
reactome:REACT_75250	MNXR1037
reactome:REACT_75262	MNXR3438
reactome:REACT_75504	MNXR25075
reactome:REACT_75706	MNXR3940
reactome:REACT_75749	MNXR3189
reactome:REACT_75757	MNXR3189
reactome:REACT_75758	MNXR3189
reactome:REACT_75761	MNXR26173
reactome:REACT_75772	MNXR3189
reactome:REACT_75786	MNXR3639
reactome:REACT_75788	MNXR3189
reactome:REACT_75793	MNXR3189
reactome:REACT_75798	MNXR64677
reactome:REACT_758	MNXR25046
reactome:REACT_75806	MNXR3189
reactome:REACT_75807	MNXR26174
reactome:REACT_75810	MNXR3189
reactome:REACT_75811	MNXR18258
reactome:REACT_75812	MNXR25673
reactome:REACT_75823	MNXR26175
reactome:REACT_75828	MNXR3469
reactome:REACT_75830	MNXR3189
reactome:REACT_75840	MNXR3650
reactome:REACT_75845	MNXR25614
reactome:REACT_75846	MNXR3189
reactome:REACT_75853	MNXR3650
reactome:REACT_75854	MNXR26176
reactome:REACT_75857	MNXR3189
reactome:REACT_75861	MNXR57228
reactome:REACT_75865	MNXR3189
reactome:REACT_75868	MNXR57244
reactome:REACT_75876	MNXR26177
reactome:REACT_75882	MNXR2831
reactome:REACT_75889	MNXR3189
reactome:REACT_759	MNXR65284
reactome:REACT_75909	MNXR33124
reactome:REACT_75911	MNXR3189
reactome:REACT_75929	MNXR15135
reactome:REACT_75931	MNXR64611
reactome:REACT_75935	MNXR3189
reactome:REACT_763	MNXR64319
reactome:REACT_764	MNXR64435
reactome:REACT_766	MNXR4195
reactome:REACT_76927	MNXR64337
reactome:REACT_76931	MNXR5115
reactome:REACT_76940	MNXR4258
reactome:REACT_76943	MNXR24909
reactome:REACT_76949	MNXR64235
reactome:REACT_76954	MNXR1816
reactome:REACT_76969	MNXR64267
reactome:REACT_76970	MNXR5091
reactome:REACT_76985	MNXR25208
reactome:REACT_76986	MNXR55597
reactome:REACT_76989	MNXR25040
reactome:REACT_77014	MNXR2963
reactome:REACT_77015	MNXR4779
reactome:REACT_77021	MNXR3189
reactome:REACT_77023	MNXR25088
reactome:REACT_77026	MNXR429
reactome:REACT_77031	MNXR56705
reactome:REACT_77035	MNXR48611
reactome:REACT_77042	MNXR25175
reactome:REACT_77046	MNXR5083
reactome:REACT_77050	MNXR2620
reactome:REACT_77055	MNXR64323
reactome:REACT_77057	MNXR24947
reactome:REACT_77059	MNXR442
reactome:REACT_77060	MNXR64426
reactome:REACT_77065	MNXR58519
reactome:REACT_77072	MNXR2901
reactome:REACT_77077	MNXR10785
reactome:REACT_77082	MNXR2978
reactome:REACT_77085	MNXR3826
reactome:REACT_77092	MNXR3986
reactome:REACT_77093	MNXR1140
reactome:REACT_77095	MNXR25169
reactome:REACT_77098	MNXR65285
reactome:REACT_77100	MNXR2901
reactome:REACT_77101	MNXR64735
reactome:REACT_77103	MNXR25018
reactome:REACT_77107	MNXR56140
reactome:REACT_77108	MNXR25062
reactome:REACT_77114	MNXR1866
reactome:REACT_77115	MNXR32641
reactome:REACT_77117	MNXR64228
reactome:REACT_77124	MNXR1816
reactome:REACT_77127	MNXR24919
reactome:REACT_77133	MNXR5115
reactome:REACT_77139	MNXR24999
reactome:REACT_77149	MNXR5828
reactome:REACT_77160	MNXR39679
reactome:REACT_77161	MNXR25089
reactome:REACT_77167	MNXR25454
reactome:REACT_77168	MNXR281
reactome:REACT_77170	MNXR4190
reactome:REACT_77171	MNXR64265
reactome:REACT_77174	MNXR1037
reactome:REACT_77182	MNXR2768
reactome:REACT_77184	MNXR24909
reactome:REACT_77187	MNXR64598
reactome:REACT_77191	MNXR25193
reactome:REACT_77192	MNXR55998
reactome:REACT_77207	MNXR1770
reactome:REACT_77209	MNXR25158
reactome:REACT_77223	MNXR24998
reactome:REACT_77228	MNXR58519
reactome:REACT_77233	MNXR5289
reactome:REACT_77239	MNXR3783
reactome:REACT_77243	MNXR64728
reactome:REACT_77246	MNXR32297
reactome:REACT_77247	MNXR56038
reactome:REACT_77251	MNXR2961
reactome:REACT_77254	MNXR54968
reactome:REACT_77260	MNXR5287
reactome:REACT_77261	MNXR4978
reactome:REACT_77268	MNXR25085
reactome:REACT_77272	MNXR25295
reactome:REACT_77281	MNXR25146
reactome:REACT_77283	MNXR1863
reactome:REACT_77287	MNXR64300
reactome:REACT_77288	MNXR64418
reactome:REACT_77293	MNXR24929
reactome:REACT_77296	MNXR55679
reactome:REACT_77297	MNXR1898
reactome:REACT_77300	MNXR57822
reactome:REACT_77302	MNXR55679
reactome:REACT_77305	MNXR25150
reactome:REACT_77306	MNXR4958
reactome:REACT_77308	MNXR48603
reactome:REACT_77311	MNXR25124
reactome:REACT_77316	MNXR2338
reactome:REACT_77319	MNXR120
reactome:REACT_77327	MNXR65286
reactome:REACT_77329	MNXR25150
reactome:REACT_77330	MNXR55679
reactome:REACT_77341	MNXR30765
reactome:REACT_77347	MNXR3783
reactome:REACT_77351	MNXR64344
reactome:REACT_77358	MNXR1218
reactome:REACT_77359	MNXR2549
reactome:REACT_77364	MNXR25136
reactome:REACT_77376	MNXR343
reactome:REACT_77380	MNXR2549
reactome:REACT_77387	MNXR48611
reactome:REACT_77398	MNXR64241
reactome:REACT_77400	MNXR4777
reactome:REACT_77401	MNXR2339
reactome:REACT_77403	MNXR24909
reactome:REACT_77411	MNXR56705
reactome:REACT_77414	MNXR55086
reactome:REACT_77422	MNXR64320
reactome:REACT_77424	MNXR32767
reactome:REACT_77425	MNXR25074
reactome:REACT_77432	MNXR64441
reactome:REACT_77434	MNXR4764
reactome:REACT_77435	MNXR321
reactome:REACT_77437	MNXR24919
reactome:REACT_77441	MNXR35885
reactome:REACT_77447	MNXR25176
reactome:REACT_77453	MNXR513
reactome:REACT_77455	MNXR3815
reactome:REACT_77456	MNXR2963
reactome:REACT_77458	MNXR4362
reactome:REACT_77459	MNXR5174
reactome:REACT_77468	MNXR2959
reactome:REACT_77478	MNXR276
reactome:REACT_77484	MNXR55086
reactome:REACT_775	MNXR5115
reactome:REACT_77507	MNXR2899
reactome:REACT_77511	MNXR783
reactome:REACT_77513	MNXR3215
reactome:REACT_77519	MNXR1134
reactome:REACT_77523	MNXR56705
reactome:REACT_77524	MNXR5419
reactome:REACT_77525	MNXR4382
reactome:REACT_77535	MNXR3783
reactome:REACT_77541	MNXR5351
reactome:REACT_77554	MNXR64266
reactome:REACT_77555	MNXR64284
reactome:REACT_77556	MNXR2774
reactome:REACT_77560	MNXR2978
reactome:REACT_77562	MNXR32641
reactome:REACT_77573	MNXR4898
reactome:REACT_77584	MNXR48617
reactome:REACT_77585	MNXR2708
reactome:REACT_77588	MNXR4421
reactome:REACT_77589	MNXR65287
reactome:REACT_77592	MNXR9744
reactome:REACT_77605	MNXR54963
reactome:REACT_77612	MNXR3100
reactome:REACT_77614	MNXR64326
reactome:REACT_77622	MNXR3783
reactome:REACT_77636	MNXR8602
reactome:REACT_77641	MNXR5289
reactome:REACT_77642	MNXR24683
reactome:REACT_77648	MNXR485
reactome:REACT_77656	MNXR25171
reactome:REACT_77661	MNXR32767
reactome:REACT_77666	MNXR7712
reactome:REACT_77675	MNXR1772
reactome:REACT_77688	MNXR5387
reactome:REACT_77692	MNXR10200
reactome:REACT_77697	MNXR3464
reactome:REACT_77700	MNXR25223
reactome:REACT_77701	MNXR48611
reactome:REACT_77710	MNXR64575
reactome:REACT_77713	MNXR4373
reactome:REACT_77716	MNXR25207
reactome:REACT_77718	MNXR4653
reactome:REACT_77719	MNXR1181
reactome:REACT_77721	MNXR1866
reactome:REACT_77722	MNXR622
reactome:REACT_77724	MNXR64241
reactome:REACT_77732	MNXR25085
reactome:REACT_77736	MNXR56705
reactome:REACT_77740	MNXR32641
reactome:REACT_77741	MNXR2865
reactome:REACT_77742	MNXR2438
reactome:REACT_77745	MNXR64331
reactome:REACT_77761	MNXR159
reactome:REACT_77762	MNXR3487
reactome:REACT_77766	MNXR3487
reactome:REACT_77770	MNXR25187
reactome:REACT_77771	MNXR6027
reactome:REACT_77772	MNXR25001
reactome:REACT_77785	MNXR3940
reactome:REACT_77788	MNXR25699
reactome:REACT_77791	MNXR965
reactome:REACT_77798	MNXR578
reactome:REACT_77801	MNXR558
reactome:REACT_77802	MNXR4777
reactome:REACT_77803	MNXR4978
reactome:REACT_77812	MNXR65288
reactome:REACT_77813	MNXR54990
reactome:REACT_77816	MNXR5032
reactome:REACT_77818	MNXR64373
reactome:REACT_77819	MNXR32700
reactome:REACT_77821	MNXR25054
reactome:REACT_77839	MNXR64326
reactome:REACT_77841	MNXR3411
reactome:REACT_77843	MNXR64223
reactome:REACT_77844	MNXR8924
reactome:REACT_77848	MNXR64293
reactome:REACT_77852	MNXR25080
reactome:REACT_77860	MNXR48611
reactome:REACT_77862	MNXR64547
reactome:REACT_77865	MNXR25158
reactome:REACT_77869	MNXR5288
reactome:REACT_77871	MNXR429
reactome:REACT_77875	MNXR442
reactome:REACT_77878	MNXR25061
reactome:REACT_77882	MNXR5288
reactome:REACT_77884	MNXR358
reactome:REACT_77887	MNXR64296
reactome:REACT_779	MNXR64223
reactome:REACT_77900	MNXR18343
reactome:REACT_77905	MNXR63948
reactome:REACT_77909	MNXR32641
reactome:REACT_77914	MNXR343
reactome:REACT_77924	MNXR64258
reactome:REACT_77937	MNXR56705
reactome:REACT_77941	MNXR55679
reactome:REACT_77947	MNXR64313
reactome:REACT_77951	MNXR578
reactome:REACT_77953	MNXR1037
reactome:REACT_77956	MNXR25099
reactome:REACT_77958	MNXR64612
reactome:REACT_77966	MNXR33037
reactome:REACT_77967	MNXR3487
reactome:REACT_77991	MNXR120
reactome:REACT_77997	MNXR3079
reactome:REACT_78000	MNXR3776
reactome:REACT_78002	MNXR4654
reactome:REACT_78011	MNXR345
reactome:REACT_78019	MNXR55853
reactome:REACT_78021	MNXR2905
reactome:REACT_78024	MNXR3783
reactome:REACT_78025	MNXR25216
reactome:REACT_78028	MNXR55296
reactome:REACT_78030	MNXR64422
reactome:REACT_78033	MNXR7696
reactome:REACT_78041	MNXR2764
reactome:REACT_78046	MNXR25136
reactome:REACT_78047	MNXR3164
reactome:REACT_78048	MNXR389
reactome:REACT_78054	MNXR64367
reactome:REACT_78060	MNXR1811
reactome:REACT_78067	MNXR32727
reactome:REACT_78071	MNXR25193
reactome:REACT_78073	MNXR4018
reactome:REACT_78095	MNXR64358
reactome:REACT_78098	MNXR783
reactome:REACT_78100	MNXR64467
reactome:REACT_78106	MNXR5890
reactome:REACT_78108	MNXR104
reactome:REACT_78109	MNXR3193
reactome:REACT_78115	MNXR3215
reactome:REACT_78118	MNXR48610
reactome:REACT_78120	MNXR64326
reactome:REACT_78122	MNXR3256
reactome:REACT_78123	MNXR3379
reactome:REACT_78134	MNXR4817
reactome:REACT_78135	MNXR25074
reactome:REACT_78141	MNXR25221
reactome:REACT_78142	MNXR4779
reactome:REACT_78143	MNXR64267
reactome:REACT_78148	MNXR24898
reactome:REACT_78150	MNXR389
reactome:REACT_78151	MNXR4012
reactome:REACT_78155	MNXR55597
reactome:REACT_78158	MNXR25099
reactome:REACT_78168	MNXR24980
reactome:REACT_78170	MNXR41664
reactome:REACT_78181	MNXR24883
reactome:REACT_78185	MNXR25146
reactome:REACT_78186	MNXR64373
reactome:REACT_78197	MNXR25325
reactome:REACT_78205	MNXR64352
reactome:REACT_78206	MNXR1417
reactome:REACT_78208	MNXR965
reactome:REACT_78210	MNXR4790
reactome:REACT_78214	MNXR64271
reactome:REACT_78218	MNXR65289
reactome:REACT_78247	MNXR55857
reactome:REACT_78248	MNXR25017
reactome:REACT_78249	MNXR64948
reactome:REACT_78251	MNXR5387
reactome:REACT_78256	MNXR32754
reactome:REACT_78260	MNXR25231
reactome:REACT_78269	MNXR2706
reactome:REACT_78270	MNXR25239
reactome:REACT_78276	MNXR5115
reactome:REACT_78278	MNXR64411
reactome:REACT_78286	MNXR64343
reactome:REACT_78293	MNXR25163
reactome:REACT_78294	MNXR1866
reactome:REACT_783	MNXR25040
reactome:REACT_78306	MNXR5032
reactome:REACT_78311	MNXR25080
reactome:REACT_78315	MNXR1037
reactome:REACT_78326	MNXR3069
reactome:REACT_78329	MNXR558
reactome:REACT_78332	MNXR592
reactome:REACT_78335	MNXR24902
reactome:REACT_78337	MNXR55176
reactome:REACT_78348	MNXR32700
reactome:REACT_78352	MNXR14508
reactome:REACT_78357	MNXR32700
reactome:REACT_78361	MNXR55831
reactome:REACT_78363	MNXR25092
reactome:REACT_78368	MNXR32297
reactome:REACT_78371	MNXR64279
reactome:REACT_78384	MNXR33034
reactome:REACT_78388	MNXR25074
reactome:REACT_78397	MNXR64349
reactome:REACT_78410	MNXR64392
reactome:REACT_78412	MNXR25018
reactome:REACT_78417	MNXR4380
reactome:REACT_78418	MNXR343
reactome:REACT_78429	MNXR4653
reactome:REACT_78437	MNXR25062
reactome:REACT_78439	MNXR64428
reactome:REACT_78447	MNXR276
reactome:REACT_78449	MNXR48615
reactome:REACT_78464	MNXR485
reactome:REACT_78473	MNXR64363
reactome:REACT_78483	MNXR64467
reactome:REACT_78486	MNXR456
reactome:REACT_78487	MNXR25170
reactome:REACT_78489	MNXR4401
reactome:REACT_78490	MNXR17195
reactome:REACT_78493	MNXR64313
reactome:REACT_78505	MNXR2926
reactome:REACT_78509	MNXR2760
reactome:REACT_78515	MNXR1868
reactome:REACT_78516	MNXR484
reactome:REACT_78519	MNXR64588
reactome:REACT_78520	MNXR64479
reactome:REACT_78525	MNXR4017
reactome:REACT_78528	MNXR2782
reactome:REACT_78538	MNXR15134
reactome:REACT_78540	MNXR25124
reactome:REACT_78541	MNXR37242
reactome:REACT_78542	MNXR24947
reactome:REACT_78543	MNXR37345
reactome:REACT_78545	MNXR26421
reactome:REACT_78546	MNXR598
reactome:REACT_78560	MNXR1898
reactome:REACT_78566	MNXR1051
reactome:REACT_78567	MNXR55779
reactome:REACT_78582	MNXR64305
reactome:REACT_78592	MNXR57101
reactome:REACT_78600	MNXR25110
reactome:REACT_78609	MNXR4654
reactome:REACT_78611	MNXR64278
reactome:REACT_78613	MNXR5335
reactome:REACT_78614	MNXR55820
reactome:REACT_78620	MNXR25270
reactome:REACT_78626	MNXR677
reactome:REACT_78628	MNXR4190
reactome:REACT_78629	MNXR4654
reactome:REACT_78636	MNXR5910
reactome:REACT_78639	MNXR25146
reactome:REACT_78642	MNXR1869
reactome:REACT_78662	MNXR32839
reactome:REACT_78668	MNXR64310
reactome:REACT_78670	MNXR64296
reactome:REACT_78675	MNXR965
reactome:REACT_78679	MNXR55749
reactome:REACT_78682	MNXR19994
reactome:REACT_78697	MNXR65290
reactome:REACT_78698	MNXR3940
reactome:REACT_78707	MNXR6959
reactome:REACT_78721	MNXR50795
reactome:REACT_78731	MNXR5230
reactome:REACT_78733	MNXR55354
reactome:REACT_78736	MNXR2802
reactome:REACT_78737	MNXR4514
reactome:REACT_78739	MNXR24919
reactome:REACT_78740	MNXR3507
reactome:REACT_78743	MNXR64293
reactome:REACT_78748	MNXR2269
reactome:REACT_78749	MNXR55998
reactome:REACT_78754	MNXR64251
reactome:REACT_78761	MNXR788
reactome:REACT_78762	MNXR64346
reactome:REACT_78765	MNXR25095
reactome:REACT_78771	MNXR25007
reactome:REACT_78774	MNXR5387
reactome:REACT_78777	MNXR3967
reactome:REACT_78782	MNXR32635
reactome:REACT_78791	MNXR15134
reactome:REACT_78794	MNXR2963
reactome:REACT_78800	MNXR64224
reactome:REACT_78801	MNXR5387
reactome:REACT_78808	MNXR5828
reactome:REACT_78810	MNXR48752
reactome:REACT_78811	MNXR6027
reactome:REACT_78818	MNXR1400
reactome:REACT_78819	MNXR657
reactome:REACT_78828	MNXR5082
reactome:REACT_78829	MNXR2844
reactome:REACT_78838	MNXR3042
reactome:REACT_78846	MNXR64265
reactome:REACT_78849	MNXR56252
reactome:REACT_78850	MNXR25150
reactome:REACT_78854	MNXR592
reactome:REACT_78867	MNXR25170
reactome:REACT_78875	MNXR4362
reactome:REACT_78877	MNXR55597
reactome:REACT_78882	MNXR788
reactome:REACT_78886	MNXR479
reactome:REACT_78893	MNXR18343
reactome:REACT_78897	MNXR103
reactome:REACT_78905	MNXR35885
reactome:REACT_78906	MNXR64352
reactome:REACT_78914	MNXR1534
reactome:REACT_78917	MNXR64319
reactome:REACT_78918	MNXR25216
reactome:REACT_78923	MNXR25093
reactome:REACT_78926	MNXR32524
reactome:REACT_78935	MNXR5288
reactome:REACT_78936	MNXR26538
reactome:REACT_78937	MNXR25208
reactome:REACT_78941	MNXR5288
reactome:REACT_78945	MNXR64397
reactome:REACT_78953	MNXR64239
reactome:REACT_78955	MNXR64245
reactome:REACT_78957	MNXR64330
reactome:REACT_78963	MNXR3068
reactome:REACT_78964	MNXR2902
reactome:REACT_78969	MNXR2906
reactome:REACT_78972	MNXR55657
reactome:REACT_78980	MNXR54968
reactome:REACT_78984	MNXR55998
reactome:REACT_78985	MNXR2926
reactome:REACT_78992	MNXR40457
reactome:REACT_78993	MNXR60899
reactome:REACT_78994	MNXR25085
reactome:REACT_78995	MNXR5083
reactome:REACT_78996	MNXR4545
reactome:REACT_79005	MNXR64353
reactome:REACT_79012	MNXR64368
reactome:REACT_79013	MNXR1045
reactome:REACT_79018	MNXR4053
reactome:REACT_79020	MNXR4195
reactome:REACT_79025	MNXR24865
reactome:REACT_79026	MNXR348
reactome:REACT_79027	MNXR33034
reactome:REACT_79031	MNXR3826
reactome:REACT_79033	MNXR4258
reactome:REACT_79035	MNXR5083
reactome:REACT_79038	MNXR5352
reactome:REACT_79043	MNXR4779
reactome:REACT_79057	MNXR347
reactome:REACT_79067	MNXR17195
reactome:REACT_79074	MNXR5387
reactome:REACT_79075	MNXR4909
reactome:REACT_79080	MNXR24913
reactome:REACT_79082	MNXR3605
reactome:REACT_79084	MNXR25036
reactome:REACT_79086	MNXR64238
reactome:REACT_79090	MNXR4380
reactome:REACT_79091	MNXR63948
reactome:REACT_79095	MNXR1218
reactome:REACT_79096	MNXR3066
reactome:REACT_79103	MNXR341
reactome:REACT_79104	MNXR11285
reactome:REACT_79105	MNXR64341
reactome:REACT_79107	MNXR64379
reactome:REACT_79112	MNXR64267
reactome:REACT_79113	MNXR5230
reactome:REACT_79116	MNXR25167
reactome:REACT_79140	MNXR32762
reactome:REACT_79142	MNXR55940
reactome:REACT_79149	MNXR56705
reactome:REACT_79150	MNXR341
reactome:REACT_79153	MNXR24921
reactome:REACT_79156	MNXR32700
reactome:REACT_79157	MNXR25018
reactome:REACT_79162	MNXR3464
reactome:REACT_79173	MNXR48617
reactome:REACT_79177	MNXR3343
reactome:REACT_79179	MNXR65291
reactome:REACT_79180	MNXR48608
reactome:REACT_79186	MNXR25030
reactome:REACT_79187	MNXR3775
reactome:REACT_79191	MNXR64633
reactome:REACT_79197	MNXR64320
reactome:REACT_79205	MNXR25198
reactome:REACT_79206	MNXR5335
reactome:REACT_79209	MNXR5039
reactome:REACT_79218	MNXR25190
reactome:REACT_79228	MNXR32641
reactome:REACT_79231	MNXR24899
reactome:REACT_79234	MNXR4132
reactome:REACT_79237	MNXR25216
reactome:REACT_79243	MNXR678
reactome:REACT_79261	MNXR4127
reactome:REACT_79266	MNXR3255
reactome:REACT_79282	MNXR65292
reactome:REACT_79286	MNXR3189
reactome:REACT_79288	MNXR344
reactome:REACT_79289	MNXR55238
reactome:REACT_79309	MNXR55839
reactome:REACT_79310	MNXR3519
reactome:REACT_79312	MNXR55749
reactome:REACT_79314	MNXR64346
reactome:REACT_79318	MNXR1000
reactome:REACT_79319	MNXR484
reactome:REACT_79324	MNXR25216
reactome:REACT_79325	MNXR25124
reactome:REACT_79326	MNXR25058
reactome:REACT_79330	MNXR3791
reactome:REACT_79332	MNXR25001
reactome:REACT_79337	MNXR64293
reactome:REACT_79353	MNXR3069
reactome:REACT_79360	MNXR782
reactome:REACT_79364	MNXR25231
reactome:REACT_79367	MNXR58234
reactome:REACT_79375	MNXR25166
reactome:REACT_79378	MNXR48608
reactome:REACT_79379	MNXR65293
reactome:REACT_79384	MNXR5387
reactome:REACT_79408	MNXR48610
reactome:REACT_79412	MNXR55814
reactome:REACT_79414	MNXR4020
reactome:REACT_79416	MNXR4892
reactome:REACT_79417	MNXR7806
reactome:REACT_79421	MNXR25051
reactome:REACT_79425	MNXR48609
reactome:REACT_79432	MNXR778
reactome:REACT_79438	MNXR54751
reactome:REACT_79441	MNXR64233
reactome:REACT_79443	MNXR5387
reactome:REACT_79445	MNXR25046
reactome:REACT_79448	MNXR55115
reactome:REACT_79455	MNXR3790
reactome:REACT_79462	MNXR1867
reactome:REACT_79468	MNXR54965
reactome:REACT_79471	MNXR55749
reactome:REACT_79485	MNXR5332
reactome:REACT_79489	MNXR25099
reactome:REACT_79498	MNXR48608
reactome:REACT_79502	MNXR64235
reactome:REACT_79503	MNXR65294
reactome:REACT_79519	MNXR3836
reactome:REACT_79525	MNXR18343
reactome:REACT_79529	MNXR64405
reactome:REACT_79532	MNXR4132
reactome:REACT_79535	MNXR54959
reactome:REACT_79540	MNXR4056
reactome:REACT_79543	MNXR453
reactome:REACT_79544	MNXR321
reactome:REACT_79548	MNXR678
reactome:REACT_79550	MNXR33578
reactome:REACT_79551	MNXR64236
reactome:REACT_79553	MNXR18343
reactome:REACT_79554	MNXR25061
reactome:REACT_79556	MNXR64331
reactome:REACT_79561	MNXR1184
reactome:REACT_79563	MNXR5387
reactome:REACT_79566	MNXR33037
